,sample_idx,src_text,reference_fr,base_pred,ft_pred,bleu_base,bleu_ft
194,194,I don't work for your wife. I'm here to help you.,"- Je ne travaille pas pour votre femme, je suis là pour vous aider","Je ne travaille pas pour votre femme, je suis là pour vous aider.","Je ne travaille pas pour ta femme, je suis là pour t'aider.",92.53911813809742,57.37774096497976
195,195,"Pardon: from Prefecture to detention centres, the situation in Milan",Sanatoria: de la Préfecture au centre de détention: le cas de Milan,"Pardon: de la préfecture aux centres de détention, la situation à Milan","Pardon: de la préfecture aux centres de détention, la situation à Milan",13.912311644176565,13.912311644176565
196,196,"During the final week of Ramadan, from 31 October to 4 November 2005, the hours of the plenary meetings of the General Assembly and the meetings of the Main Committees will be from 9.30 a.m. to 12.30 p.m. and from 2.30 to 5.30 p.m. at the latest.","Pendant la dernière semaine du Ramadan, du 31 octobre au 4 novembre 2005, les séances plénières de l'Assemblée générale et les séances des grandes commissions se tiendront de 9 h 30 à midi 30 et de 14 h 30 à 17 h 30 au plus tard.","Au cours de la dernière semaine du Ramadan, du 31 octobre au 4 novembre 2005, les heures des séances plénières de l'Assemblée générale et des grandes commissions auront lieu de 9 h 30 à midi 30 et de 14 h 30 à 17 h 30 au plus tard.","Au cours de la dernière semaine du Ramadan, du 31 octobre au 4 novembre 2005, les heures des séances plénières de l'Assemblée générale et des grandes commissions auront lieu de 9 h 30 à midi 30 et de 14 h 30 à 17 h 30 au plus tard.",76.25124029486197,76.25124029486197
197,197,"For the fiscal year 1998/1999, the bar section of the graph illustrates that the average loan value per unit was approximately $59,000 and the number of units was approximately 2200.","Pour l'exercice 1998-1999, la section des bandes du graphique montre que la valeur moyenne du prêt par unité était d'environ 59000$ et le nombre d'unités, d'environ 2200.","Pour l'exercice 1998-1999, la section à barres du graphique montre que la valeur moyenne des prêts par unité était d'environ 59 000 $ et que le nombre d'unités était d'environ 2200.","Pour l'exercice 1998-1999, la section à barres du graphique montre que la valeur moyenne des prêts par unité était d'environ 59 000 $ et le nombre d'unités d'environ 2200 $.",51.47121574755517,56.43434728899297
198,198,BUT MAYBE WHEN YOU'RE FINISHED UNDERMINING MY COMPETENCE --,Mais peut-être que quand tu auras finis de sous estimer mes compétences...,Mais peut-être que quand vous aurez fini de sous-estimer ma compétitivité...,Mais peut-être que quand tu auras fini de sous-estimer ma compétitivité...,24.75215108688025,42.57110866884422
199,199,"Some countries have set up specific forest funds to support sustainable management activities, such as infrastructure development and forest regeneration.","Certains ont mis en place des fonds forestiers spéciaux pour financer les activités de gestion durable, telles que le développement des infrastructures et la régénération des forêts.","Certains pays ont créé des fonds forestiers spécifiques pour appuyer des activités de gestion durable, telles que le développement des infrastructures et la régénération des forêts.","Certains pays ont créé des fonds forestiers spécifiques pour appuyer des activités de gestion durable, telles que le développement des infrastructures et la régénération des forêts.",63.597901335147185,63.597901335147185
200,200,These two elements are key to promote uniformity of interpretation on the widest possible scale.,Ces deux caractéristiques jouent un rôle essentiel dans la promotion d'une uniformité aussi grande que possible de l'interprétation de la Convention.,Ces deux éléments sont essentiels pour promouvoir l'uniformité de l'interprétation à l'échelle la plus large possible.,Ces deux éléments sont essentiels pour promouvoir l'uniformité de l'interprétation à l'échelle la plus large possible.,5.544071100992753,5.544071100992753
201,201,I can't read this I think it's French,Je ne puis lire ceçis Je croie que c'est en Français,"Je ne peux pas lire ça, je pense que c'est français.",Je ne peux pas lire ça Je pense que c'est français,9.238430210261097,11.731175160263996
202,202,"The measures provided for in this Regulation are in accordance with the opinion of the Management Committee for the Common Organisation of Agricultural Markets,","Les mesures prévues au présent règlement sont conformes à l’avis du comité de gestion de l’organisation commune des marchés agricoles,","Les mesures prévues au présent règlement sont conformes à l'avis du comité de gestion de l'organisation commune des marchés agricoles,","Les mesures prévues au présent règlement sont conformes à l'avis du comité de gestion de l'organisation commune des marchés agricoles,",72.42447986095323,72.42447986095323
203,203,Terrifically gift baskets. This is carol.,Paniers-cadeaux à gogo.,Des paniers terriblement cadeaux.,Des paniers-cadeaux terribles.,10.682175159905848,15.97357760615681
204,204,Wind gusts 45.6 km/h 33.4 km/h 23.5 km/h 16.8 km/h 13.9 km/h 13.7 km/h 18.3 km/h,Raffiche 45.6 km/h 33.4 km/h 23.5 km/h 16.8 km/h 13.9 km/h 13.7 km/h 18.3 km/h,"rafales de vent 45,6 km/h 33,4 km/h 23,5 km/h 16,8 km/h 13,9 km/h 13,7 km/h 18,3 km/h",Raffiche 45.6 km/h 33.4 km/h 23.5 km/h 16.8 km/h 13.9 km/h 13.7 km/h 18.3 km/h,19.212952065926405,100.00000000000004
205,205,The Commission des droits de la personne et des droits de la jeunesse (la Commission) has examined precarious employment and its impact on equal access to social protection.,La Commission des droits de la personne et des droits de la jeunesse (la Commission) s'est penchée sur le travail précaire et ses incidences sur l'égalité d'accès à la protection sociale.,La Commission des droits de la personne et des droits de la jeunesse (la Commission) a examiné la précarité de l'emploi et son impact sur l'égalité d'accès à la protection sociale.,La Commission des droits de la personne et des droits de la jeunesse (la Commission) a examiné la précarité de l'emploi et son impact sur l'égalité d'accès à la protection sociale.,68.04439980111333,68.04439980111333
206,206,- Why exactly?,- Pourquoi exactement?,- Pourquoi exactement ?,- Pourquoi exactement ?,100.00000000000004,100.00000000000004
207,207,Further efforts to establish economic and social rights as well as to promote employment and encourage social dialogue will contribute to improving governance and economic performance.,Des efforts supplémentaires pour établir les droits économiques et sociaux ainsi que pour promouvoir l’emploi et favoriser le dialogue social contribueront à améliorer la gouvernance et les performances économiques.,De nouveaux efforts visant à établir les droits économiques et sociaux ainsi qu'à promouvoir l'emploi et à encourager le dialogue social contribueront à améliorer la gouvernance et les résultats économiques.,De nouveaux efforts visant à établir les droits économiques et sociaux ainsi qu'à promouvoir l'emploi et à encourager le dialogue social contribueront à améliorer la gouvernance et les résultats économiques.,50.811256052428725,50.811256052428725
208,208,A word or two on what Commissioner van den Broek said just now about aid to south-eastern Turkey.,Je désirerais encore m'arrêter sur les propos que le Commissaire van den Broek vient de tenir au sujet d'une aide au sud-est de la Turquie.,Un mot ou deux sur ce que le commissaire van den Broek vient de dire au sujet de l'aide au sud-est de la Turquie.,Un mot ou deux sur ce que le commissaire van den Broek vient de dire au sujet de l'aide au sud-est de la Turquie.,36.26168299863577,36.26168299863577
209,209,After this for putting her on with a monkey.,"- ""de l'avoir mise avec un singe.""",Après ça pour l'avoir mise avec un singe.,Après ça pour l'avoir mise avec un singe.,52.562405949030286,52.562405949030286
210,210,- engineering specialties - 77647 roubles per year;,- 5 ans pour les spécialités de génie - 1300 Euro chaque année;,- spécialités d'ingénierie - 77647 roubles par an;,- spécialités techniques - 77647 roubles par an;,3.868564529208581,3.868564529208581
211,211,"The programme budget proposals cover the regular budget of the Organization. The projections of extrabudgetary resources total $4,220,065,100.",Les crédits demandés dans le budget-programme concernent les dépenses à inscrire au budget ordinaire de l'Organisation.,Le projet de budget-programme porte sur le budget ordinaire de l ' Organisation et les prévisions de ressources extrabudgétaires s ' élèvent à 4 220 065 100 dollars.,"Le projet de budget-programme porte sur le budget ordinaire de l'Organisation, dont le montant estimatif s'élève à 4 220 065 100 dollars.",6.120673474735603,11.71291646655074
212,212,Joe and I did Iraq together.,Joe et moi on était en Irak ensemble.,Joe et moi avons fait l'Irak ensemble.,Joe et moi avons fait l'Irak ensemble.,22.811360354329615,22.811360354329615
